"Order_Date_SK";"Fiscal_Year";"Fiscal_Quarter";"Fiscal_Month";"Fiscal_Week";"Fiscal_Day";"Calendar_Year";"Calendar_Quarter";"Calendar_Month";"Calendar_Week";"Calendar_Day";"Order_Date"
353;2006;3;7;13;20;2005;4;11;48;20;"2005-11-20 00:00:00"
354;2006;3;7;13;21;2005;4;11;48;21;"2005-11-21 00:00:00"
355;2006;3;7;13;22;2005;4;11;48;22;"2005-11-22 00:00:00"
356;2006;3;7;13;23;2005;4;11;48;23;"2005-11-23 00:00:00"
357;2006;3;7;13;24;2005;4;11;48;24;"2005-11-24 00:00:00"
358;2006;3;7;13;25;2005;4;11;48;25;"2005-11-25 00:00:00"
359;2006;3;7;13;26;2005;4;11;48;26;"2005-11-26 00:00:00"
360;2006;3;7;14;27;2005;4;11;49;27;"2005-11-27 00:00:00"
361;2006;3;7;14;28;2005;4;11;49;28;"2005-11-28 00:00:00"
362;2006;3;7;14;29;2005;4;11;49;29;"2005-11-29 00:00:00"
363;2006;3;7;14;30;2005;4;11;49;30;"2005-11-30 00:00:00"
364;2006;3;8;14;1;2005;4;12;49;1;"2005-12-01 00:00:00"
365;2006;3;8;14;2;2005;4;12;49;2;"2005-12-02 00:00:00"
366;2006;3;8;14;3;2005;4;12;49;3;"2005-12-03 00:00:00"
367;2006;3;8;15;4;2005;4;12;50;4;"2005-12-04 00:00:00"
368;2006;3;8;15;5;2005;4;12;50;5;"2005-12-05 00:00:00"
369;2006;3;8;15;6;2005;4;12;50;6;"2005-12-06 00:00:00"
370;2006;3;8;15;7;2005;4;12;50;7;"2005-12-07 00:00:00"
371;2006;3;8;15;8;2005;4;12;50;8;"2005-12-08 00:00:00"
372;2006;3;8;15;9;2005;4;12;50;9;"2005-12-09 00:00:00"
373;2006;3;8;15;10;2005;4;12;50;10;"2005-12-10 00:00:00"
374;2006;3;8;16;11;2005;4;12;51;11;"2005-12-11 00:00:00"
375;2006;3;8;16;12;2005;4;12;51;12;"2005-12-12 00:00:00"
376;2006;3;8;16;13;2005;4;12;51;13;"2005-12-13 00:00:00"
377;2006;3;8;16;14;2005;4;12;51;14;"2005-12-14 00:00:00"
378;2006;3;8;16;15;2005;4;12;51;15;"2005-12-15 00:00:00"
379;2006;3;8;16;16;2005;4;12;51;16;"2005-12-16 00:00:00"
380;2006;3;8;16;17;2005;4;12;51;17;"2005-12-17 00:00:00"
381;2006;3;8;17;18;2005;4;12;52;18;"2005-12-18 00:00:00"
382;2006;3;8;17;19;2005;4;12;52;19;"2005-12-19 00:00:00"
383;2006;3;8;17;20;2005;4;12;52;20;"2005-12-20 00:00:00"
384;2006;3;8;17;21;2005;4;12;52;21;"2005-12-21 00:00:00"
385;2006;3;8;17;22;2005;4;12;52;22;"2005-12-22 00:00:00"
386;2006;3;8;17;23;2005;4;12;52;23;"2005-12-23 00:00:00"
387;2006;3;8;17;24;2005;4;12;52;24;"2005-12-24 00:00:00"
388;2006;3;8;18;25;2005;4;12;53;25;"2005-12-25 00:00:00"
389;2006;3;8;18;26;2005;4;12;53;26;"2005-12-26 00:00:00"
390;2006;3;8;18;27;2005;4;12;53;27;"2005-12-27 00:00:00"
391;2006;3;8;18;28;2005;4;12;53;28;"2005-12-28 00:00:00"
392;2006;3;8;18;29;2005;4;12;53;29;"2005-12-29 00:00:00"
393;2006;3;8;18;30;2005;4;12;53;30;"2005-12-30 00:00:00"
394;2006;3;8;18;31;2005;4;12;53;31;"2005-12-31 00:00:00"
395;2006;3;9;18;1;2006;1;1;1;1;"2006-01-01 00:00:00"
396;2006;3;9;18;2;2006;1;1;1;2;"2006-01-02 00:00:00"
397;2006;3;9;18;3;2006;1;1;1;3;"2006-01-03 00:00:00"
398;2006;3;9;18;4;2006;1;1;1;4;"2006-01-04 00:00:00"
399;2006;3;9;18;5;2006;1;1;1;5;"2006-01-05 00:00:00"
400;2006;3;9;18;6;2006;1;1;1;6;"2006-01-06 00:00:00"
401;2006;3;9;18;7;2006;1;1;1;7;"2006-01-07 00:00:00"
402;2006;3;9;19;8;2006;1;1;2;8;"2006-01-08 00:00:00"
403;2006;3;9;19;9;2006;1;1;2;9;"2006-01-09 00:00:00"
404;2006;3;9;19;10;2006;1;1;2;10;"2006-01-10 00:00:00"
405;2006;3;9;19;11;2006;1;1;2;11;"2006-01-11 00:00:00"
406;2006;3;9;19;12;2006;1;1;2;12;"2006-01-12 00:00:00"
407;2006;3;9;19;13;2006;1;1;2;13;"2006-01-13 00:00:00"
408;2006;3;9;19;14;2006;1;1;2;14;"2006-01-14 00:00:00"
409;2006;3;9;20;15;2006;1;1;3;15;"2006-01-15 00:00:00"
410;2006;3;9;20;16;2006;1;1;3;16;"2006-01-16 00:00:00"
411;2006;3;9;20;17;2006;1;1;3;17;"2006-01-17 00:00:00"
412;2006;3;9;20;18;2006;1;1;3;18;"2006-01-18 00:00:00"
413;2006;3;9;20;19;2006;1;1;3;19;"2006-01-19 00:00:00"
414;2006;3;9;20;20;2006;1;1;3;20;"2006-01-20 00:00:00"
415;2006;3;9;20;21;2006;1;1;3;21;"2006-01-21 00:00:00"
416;2006;3;9;21;22;2006;1;1;4;22;"2006-01-22 00:00:00"
417;2006;3;9;21;23;2006;1;1;4;23;"2006-01-23 00:00:00"
418;2006;3;9;21;24;2006;1;1;4;24;"2006-01-24 00:00:00"
419;2006;3;9;21;25;2006;1;1;4;25;"2006-01-25 00:00:00"
420;2006;3;9;21;26;2006;1;1;4;26;"2006-01-26 00:00:00"
421;2006;3;9;21;27;2006;1;1;4;27;"2006-01-27 00:00:00"
422;2006;3;9;21;28;2006;1;1;4;28;"2006-01-28 00:00:00"
423;2006;3;9;22;29;2006;1;1;5;29;"2006-01-29 00:00:00"
424;2006;3;9;22;30;2006;1;1;5;30;"2006-01-30 00:00:00"
425;2006;3;9;22;31;2006;1;1;5;31;"2006-01-31 00:00:00"
426;2006;4;10;22;1;2006;1;2;5;1;"2006-02-01 00:00:00"
427;2006;4;10;22;2;2006;1;2;5;2;"2006-02-02 00:00:00"
428;2006;4;10;22;3;2006;1;2;5;3;"2006-02-03 00:00:00"
429;2006;4;10;22;4;2006;1;2;5;4;"2006-02-04 00:00:00"
430;2006;4;10;23;5;2006;1;2;6;5;"2006-02-05 00:00:00"
431;2006;4;10;23;6;2006;1;2;6;6;"2006-02-06 00:00:00"
432;2006;4;10;23;7;2006;1;2;6;7;"2006-02-07 00:00:00"
433;2006;4;10;23;8;2006;1;2;6;8;"2006-02-08 00:00:00"
434;2006;4;10;23;9;2006;1;2;6;9;"2006-02-09 00:00:00"
435;2006;4;10;23;10;2006;1;2;6;10;"2006-02-10 00:00:00"
436;2006;4;10;23;11;2006;1;2;6;11;"2006-02-11 00:00:00"
437;2006;4;10;24;12;2006;1;2;7;12;"2006-02-12 00:00:00"
438;2006;4;10;24;13;2006;1;2;7;13;"2006-02-13 00:00:00"
439;2006;4;10;24;14;2006;1;2;7;14;"2006-02-14 00:00:00"
440;2006;4;10;24;15;2006;1;2;7;15;"2006-02-15 00:00:00"
441;2006;4;10;24;16;2006;1;2;7;16;"2006-02-16 00:00:00"
442;2006;4;10;24;17;2006;1;2;7;17;"2006-02-17 00:00:00"
443;2006;4;10;24;18;2006;1;2;7;18;"2006-02-18 00:00:00"
444;2006;4;10;25;19;2006;1;2;8;19;"2006-02-19 00:00:00"
445;2006;4;10;25;20;2006;1;2;8;20;"2006-02-20 00:00:00"
446;2006;4;10;25;21;2006;1;2;8;21;"2006-02-21 00:00:00"
447;2006;4;10;25;22;2006;1;2;8;22;"2006-02-22 00:00:00"
448;2006;4;10;25;23;2006;1;2;8;23;"2006-02-23 00:00:00"
449;2006;4;10;25;24;2006;1;2;8;24;"2006-02-24 00:00:00"
450;2006;4;10;25;25;2006;1;2;8;25;"2006-02-25 00:00:00"
451;2006;4;10;26;26;2006;1;2;9;26;"2006-02-26 00:00:00"
452;2006;4;10;26;27;2006;1;2;9;27;"2006-02-27 00:00:00"
453;2006;4;10;26;28;2006;1;2;9;28;"2006-02-28 00:00:00"
454;2006;4;11;26;1;2006;1;3;9;1;"2006-03-01 00:00:00"
455;2006;4;11;26;2;2006;1;3;9;2;"2006-03-02 00:00:00"
456;2006;4;11;26;3;2006;1;3;9;3;"2006-03-03 00:00:00"
457;2006;4;11;26;4;2006;1;3;9;4;"2006-03-04 00:00:00"
458;2006;4;11;27;5;2006;1;3;10;5;"2006-03-05 00:00:00"
459;2006;4;11;27;6;2006;1;3;10;6;"2006-03-06 00:00:00"
460;2006;4;11;27;7;2006;1;3;10;7;"2006-03-07 00:00:00"
461;2006;4;11;27;8;2006;1;3;10;8;"2006-03-08 00:00:00"
462;2006;4;11;27;9;2006;1;3;10;9;"2006-03-09 00:00:00"
463;2006;4;11;27;10;2006;1;3;10;10;"2006-03-10 00:00:00"
464;2006;4;11;27;11;2006;1;3;10;11;"2006-03-11 00:00:00"
465;2006;4;11;28;12;2006;1;3;11;12;"2006-03-12 00:00:00"
466;2006;4;11;28;13;2006;1;3;11;13;"2006-03-13 00:00:00"
467;2006;4;11;28;14;2006;1;3;11;14;"2006-03-14 00:00:00"
468;2006;4;11;28;15;2006;1;3;11;15;"2006-03-15 00:00:00"
469;2006;4;11;28;16;2006;1;3;11;16;"2006-03-16 00:00:00"
470;2006;4;11;28;17;2006;1;3;11;17;"2006-03-17 00:00:00"
471;2006;4;11;28;18;2006;1;3;11;18;"2006-03-18 00:00:00"
472;2006;4;11;29;19;2006;1;3;12;19;"2006-03-19 00:00:00"
473;2006;4;11;29;20;2006;1;3;12;20;"2006-03-20 00:00:00"
474;2006;4;11;29;21;2006;1;3;12;21;"2006-03-21 00:00:00"
475;2006;4;11;29;22;2006;1;3;12;22;"2006-03-22 00:00:00"
476;2006;4;11;29;23;2006;1;3;12;23;"2006-03-23 00:00:00"
477;2006;4;11;29;24;2006;1;3;12;24;"2006-03-24 00:00:00"
478;2006;4;11;29;25;2006;1;3;12;25;"2006-03-25 00:00:00"
479;2006;4;11;30;26;2006;1;3;13;26;"2006-03-26 00:00:00"
480;2006;4;11;30;27;2006;1;3;13;27;"2006-03-27 00:00:00"
481;2006;4;11;30;28;2006;1;3;13;28;"2006-03-28 00:00:00"
482;2006;4;11;30;29;2006;1;3;13;29;"2006-03-29 00:00:00"
483;2006;4;11;30;30;2006;1;3;13;30;"2006-03-30 00:00:00"
484;2006;4;11;30;31;2006;1;3;13;31;"2006-03-31 00:00:00"
485;2006;4;12;30;1;2006;2;4;13;1;"2006-04-01 00:00:00"
486;2006;4;12;31;2;2006;2;4;14;2;"2006-04-02 00:00:00"
487;2006;4;12;31;3;2006;2;4;14;3;"2006-04-03 00:00:00"
488;2006;4;12;31;4;2006;2;4;14;4;"2006-04-04 00:00:00"
489;2006;4;12;31;5;2006;2;4;14;5;"2006-04-05 00:00:00"
490;2006;4;12;31;6;2006;2;4;14;6;"2006-04-06 00:00:00"
491;2006;4;12;31;7;2006;2;4;14;7;"2006-04-07 00:00:00"
492;2006;4;12;31;8;2006;2;4;14;8;"2006-04-08 00:00:00"
493;2006;4;12;32;9;2006;2;4;15;9;"2006-04-09 00:00:00"
494;2006;4;12;32;10;2006;2;4;15;10;"2006-04-10 00:00:00"
495;2006;4;12;32;11;2006;2;4;15;11;"2006-04-11 00:00:00"
496;2006;4;12;32;12;2006;2;4;15;12;"2006-04-12 00:00:00"
497;2006;4;12;32;13;2006;2;4;15;13;"2006-04-13 00:00:00"
498;2006;4;12;32;14;2006;2;4;15;14;"2006-04-14 00:00:00"
499;2006;4;12;32;15;2006;2;4;15;15;"2006-04-15 00:00:00"
500;2006;4;12;33;16;2006;2;4;16;16;"2006-04-16 00:00:00"
501;2006;4;12;33;17;2006;2;4;16;17;"2006-04-17 00:00:00"
502;2006;4;12;33;18;2006;2;4;16;18;"2006-04-18 00:00:00"
503;2006;4;12;33;19;2006;2;4;16;19;"2006-04-19 00:00:00"
504;2006;4;12;33;20;2006;2;4;16;20;"2006-04-20 00:00:00"
505;2006;4;12;33;21;2006;2;4;16;21;"2006-04-21 00:00:00"
506;2006;4;12;33;22;2006;2;4;16;22;"2006-04-22 00:00:00"
507;2006;4;12;34;23;2006;2;4;17;23;"2006-04-23 00:00:00"
508;2006;4;12;34;24;2006;2;4;17;24;"2006-04-24 00:00:00"
509;2006;4;12;34;25;2006;2;4;17;25;"2006-04-25 00:00:00"
510;2006;4;12;34;26;2006;2;4;17;26;"2006-04-26 00:00:00"
511;2006;4;12;34;27;2006;2;4;17;27;"2006-04-27 00:00:00"
512;2006;4;12;34;28;2006;2;4;17;28;"2006-04-28 00:00:00"
513;2006;4;12;34;29;2006;2;4;17;29;"2006-04-29 00:00:00"
514;2006;4;12;35;30;2006;2;4;18;30;"2006-04-30 00:00:00"
515;2007;1;1;35;1;2006;2;5;18;1;"2006-05-01 00:00:00"
516;2007;1;1;35;2;2006;2;5;18;2;"2006-05-02 00:00:00"
517;2007;1;1;35;3;2006;2;5;18;3;"2006-05-03 00:00:00"
518;2007;1;1;35;4;2006;2;5;18;4;"2006-05-04 00:00:00"
519;2007;1;1;35;5;2006;2;5;18;5;"2006-05-05 00:00:00"
520;2007;1;1;35;6;2006;2;5;18;6;"2006-05-06 00:00:00"
521;2007;1;1;36;7;2006;2;5;19;7;"2006-05-07 00:00:00"
522;2007;1;1;36;8;2006;2;5;19;8;"2006-05-08 00:00:00"
523;2007;1;1;36;9;2006;2;5;19;9;"2006-05-09 00:00:00"
524;2007;1;1;36;10;2006;2;5;19;10;"2006-05-10 00:00:00"
525;2007;1;1;36;11;2006;2;5;19;11;"2006-05-11 00:00:00"
526;2007;1;1;36;12;2006;2;5;19;12;"2006-05-12 00:00:00"
527;2007;1;1;36;13;2006;2;5;19;13;"2006-05-13 00:00:00"
528;2007;1;1;37;14;2006;2;5;20;14;"2006-05-14 00:00:00"
529;2007;1;1;37;15;2006;2;5;20;15;"2006-05-15 00:00:00"
530;2007;1;1;37;16;2006;2;5;20;16;"2006-05-16 00:00:00"
531;2007;1;1;37;17;2006;2;5;20;17;"2006-05-17 00:00:00"
532;2007;1;1;37;18;2006;2;5;20;18;"2006-05-18 00:00:00"
533;2007;1;1;37;19;2006;2;5;20;19;"2006-05-19 00:00:00"
534;2007;1;1;37;20;2006;2;5;20;20;"2006-05-20 00:00:00"
535;2007;1;1;38;21;2006;2;5;21;21;"2006-05-21 00:00:00"
536;2007;1;1;38;22;2006;2;5;21;22;"2006-05-22 00:00:00"
537;2007;1;1;38;23;2006;2;5;21;23;"2006-05-23 00:00:00"
538;2007;1;1;38;24;2006;2;5;21;24;"2006-05-24 00:00:00"
539;2007;1;1;38;25;2006;2;5;21;25;"2006-05-25 00:00:00"
540;2007;1;1;38;26;2006;2;5;21;26;"2006-05-26 00:00:00"
541;2007;1;1;38;27;2006;2;5;21;27;"2006-05-27 00:00:00"
542;2007;1;1;39;28;2006;2;5;22;28;"2006-05-28 00:00:00"
543;2007;1;1;39;29;2006;2;5;22;29;"2006-05-29 00:00:00"
544;2007;1;1;39;30;2006;2;5;22;30;"2006-05-30 00:00:00"
545;2007;1;1;39;31;2006;2;5;22;31;"2006-05-31 00:00:00"
546;2007;1;2;39;1;2006;2;6;22;1;"2006-06-01 00:00:00"
547;2007;1;2;39;2;2006;2;6;22;2;"2006-06-02 00:00:00"
548;2007;1;2;39;3;2006;2;6;22;3;"2006-06-03 00:00:00"
549;2007;1;2;40;4;2006;2;6;23;4;"2006-06-04 00:00:00"
550;2007;1;2;40;5;2006;2;6;23;5;"2006-06-05 00:00:00"
551;2007;1;2;40;6;2006;2;6;23;6;"2006-06-06 00:00:00"
552;2007;1;2;40;7;2006;2;6;23;7;"2006-06-07 00:00:00"
553;2007;1;2;40;8;2006;2;6;23;8;"2006-06-08 00:00:00"
554;2007;1;2;40;9;2006;2;6;23;9;"2006-06-09 00:00:00"
555;2007;1;2;40;10;2006;2;6;23;10;"2006-06-10 00:00:00"
556;2007;1;2;41;11;2006;2;6;24;11;"2006-06-11 00:00:00"
557;2007;1;2;41;12;2006;2;6;24;12;"2006-06-12 00:00:00"
558;2007;1;2;41;13;2006;2;6;24;13;"2006-06-13 00:00:00"
559;2007;1;2;41;14;2006;2;6;24;14;"2006-06-14 00:00:00"
560;2007;1;2;41;15;2006;2;6;24;15;"2006-06-15 00:00:00"
561;2007;1;2;41;16;2006;2;6;24;16;"2006-06-16 00:00:00"
562;2007;1;2;41;17;2006;2;6;24;17;"2006-06-17 00:00:00"
563;2007;1;2;42;18;2006;2;6;25;18;"2006-06-18 00:00:00"
564;2007;1;2;42;19;2006;2;6;25;19;"2006-06-19 00:00:00"
565;2007;1;2;42;20;2006;2;6;25;20;"2006-06-20 00:00:00"
566;2007;1;2;42;21;2006;2;6;25;21;"2006-06-21 00:00:00"
567;2007;1;2;42;22;2006;2;6;25;22;"2006-06-22 00:00:00"
568;2007;1;2;42;23;2006;2;6;25;23;"2006-06-23 00:00:00"
569;2007;1;2;42;24;2006;2;6;25;24;"2006-06-24 00:00:00"
570;2007;1;2;43;25;2006;2;6;26;25;"2006-06-25 00:00:00"
571;2007;1;2;43;26;2006;2;6;26;26;"2006-06-26 00:00:00"
572;2007;1;2;43;27;2006;2;6;26;27;"2006-06-27 00:00:00"
573;2007;1;2;43;28;2006;2;6;26;28;"2006-06-28 00:00:00"
574;2007;1;2;43;29;2006;2;6;26;29;"2006-06-29 00:00:00"
575;2007;1;2;43;30;2006;2;6;26;30;"2006-06-30 00:00:00"
576;2007;1;3;43;1;2006;3;7;26;1;"2006-07-01 00:00:00"
577;2007;1;3;44;2;2006;3;7;27;2;"2006-07-02 00:00:00"
578;2007;1;3;44;3;2006;3;7;27;3;"2006-07-03 00:00:00"
579;2007;1;3;44;4;2006;3;7;27;4;"2006-07-04 00:00:00"
580;2007;1;3;44;5;2006;3;7;27;5;"2006-07-05 00:00:00"
581;2007;1;3;44;6;2006;3;7;27;6;"2006-07-06 00:00:00"
582;2007;1;3;44;7;2006;3;7;27;7;"2006-07-07 00:00:00"
583;2007;1;3;44;8;2006;3;7;27;8;"2006-07-08 00:00:00"
584;2007;1;3;45;9;2006;3;7;28;9;"2006-07-09 00:00:00"
585;2007;1;3;45;10;2006;3;7;28;10;"2006-07-10 00:00:00"
586;2007;1;3;45;11;2006;3;7;28;11;"2006-07-11 00:00:00"
587;2007;1;3;45;12;2006;3;7;28;12;"2006-07-12 00:00:00"
588;2007;1;3;45;13;2006;3;7;28;13;"2006-07-13 00:00:00"
589;2007;1;3;45;14;2006;3;7;28;14;"2006-07-14 00:00:00"
590;2007;1;3;45;15;2006;3;7;28;15;"2006-07-15 00:00:00"
591;2007;1;3;46;16;2006;3;7;29;16;"2006-07-16 00:00:00"
592;2007;1;3;46;17;2006;3;7;29;17;"2006-07-17 00:00:00"
593;2007;1;3;46;18;2006;3;7;29;18;"2006-07-18 00:00:00"
594;2007;1;3;46;19;2006;3;7;29;19;"2006-07-19 00:00:00"
595;2007;1;3;46;20;2006;3;7;29;20;"2006-07-20 00:00:00"
596;2007;1;3;46;21;2006;3;7;29;21;"2006-07-21 00:00:00"
597;2007;1;3;46;22;2006;3;7;29;22;"2006-07-22 00:00:00"
598;2007;1;3;47;23;2006;3;7;30;23;"2006-07-23 00:00:00"
599;2007;1;3;47;24;2006;3;7;30;24;"2006-07-24 00:00:00"
600;2007;1;3;47;25;2006;3;7;30;25;"2006-07-25 00:00:00"
601;2007;1;3;47;26;2006;3;7;30;26;"2006-07-26 00:00:00"
602;2007;1;3;47;27;2006;3;7;30;27;"2006-07-27 00:00:00"
603;2007;1;3;47;28;2006;3;7;30;28;"2006-07-28 00:00:00"
604;2007;1;3;47;29;2006;3;7;30;29;"2006-07-29 00:00:00"
605;2007;1;3;48;30;2006;3;7;31;30;"2006-07-30 00:00:00"
606;2007;1;3;48;31;2006;3;7;31;31;"2006-07-31 00:00:00"
607;2007;2;4;48;1;2006;3;8;31;1;"2006-08-01 00:00:00"
608;2007;2;4;48;2;2006;3;8;31;2;"2006-08-02 00:00:00"
609;2007;2;4;48;3;2006;3;8;31;3;"2006-08-03 00:00:00"
610;2007;2;4;48;4;2006;3;8;31;4;"2006-08-04 00:00:00"
611;2007;2;4;48;5;2006;3;8;31;5;"2006-08-05 00:00:00"
612;2007;2;4;49;6;2006;3;8;32;6;"2006-08-06 00:00:00"
613;2007;2;4;49;7;2006;3;8;32;7;"2006-08-07 00:00:00"
614;2007;2;4;49;8;2006;3;8;32;8;"2006-08-08 00:00:00"
615;2007;2;4;49;9;2006;3;8;32;9;"2006-08-09 00:00:00"
616;2007;2;4;49;10;2006;3;8;32;10;"2006-08-10 00:00:00"
617;2007;2;4;49;11;2006;3;8;32;11;"2006-08-11 00:00:00"
618;2007;2;4;49;12;2006;3;8;32;12;"2006-08-12 00:00:00"
619;2007;2;4;50;13;2006;3;8;33;13;"2006-08-13 00:00:00"
620;2007;2;4;50;14;2006;3;8;33;14;"2006-08-14 00:00:00"
621;2007;2;4;50;15;2006;3;8;33;15;"2006-08-15 00:00:00"
622;2007;2;4;50;16;2006;3;8;33;16;"2006-08-16 00:00:00"
623;2007;2;4;50;17;2006;3;8;33;17;"2006-08-17 00:00:00"
624;2007;2;4;50;18;2006;3;8;33;18;"2006-08-18 00:00:00"
625;2007;2;4;50;19;2006;3;8;33;19;"2006-08-19 00:00:00"
626;2007;2;4;51;20;2006;3;8;34;20;"2006-08-20 00:00:00"
627;2007;2;4;51;21;2006;3;8;34;21;"2006-08-21 00:00:00"
628;2007;2;4;51;22;2006;3;8;34;22;"2006-08-22 00:00:00"
629;2007;2;4;51;23;2006;3;8;34;23;"2006-08-23 00:00:00"
630;2007;2;4;51;24;2006;3;8;34;24;"2006-08-24 00:00:00"
631;2007;2;4;51;25;2006;3;8;34;25;"2006-08-25 00:00:00"
632;2007;2;4;51;26;2006;3;8;34;26;"2006-08-26 00:00:00"
633;2007;2;4;52;27;2006;3;8;35;27;"2006-08-27 00:00:00"
634;2007;2;4;52;28;2006;3;8;35;28;"2006-08-28 00:00:00"
635;2007;2;4;52;29;2006;3;8;35;29;"2006-08-29 00:00:00"
636;2007;2;4;52;30;2006;3;8;35;30;"2006-08-30 00:00:00"
637;2007;2;4;52;31;2006;3;8;35;31;"2006-08-31 00:00:00"
638;2007;2;5;52;1;2006;3;9;35;1;"2006-09-01 00:00:00"
639;2007;2;5;52;2;2006;3;9;35;2;"2006-09-02 00:00:00"
640;2007;2;5;1;3;2006;3;9;36;3;"2006-09-03 00:00:00"
641;2007;2;5;1;4;2006;3;9;36;4;"2006-09-04 00:00:00"
642;2007;2;5;1;5;2006;3;9;36;5;"2006-09-05 00:00:00"
643;2007;2;5;1;6;2006;3;9;36;6;"2006-09-06 00:00:00"
644;2007;2;5;1;7;2006;3;9;36;7;"2006-09-07 00:00:00"
645;2007;2;5;1;8;2006;3;9;36;8;"2006-09-08 00:00:00"
646;2007;2;5;1;9;2006;3;9;36;9;"2006-09-09 00:00:00"
647;2007;2;5;2;10;2006;3;9;37;10;"2006-09-10 00:00:00"
648;2007;2;5;2;11;2006;3;9;37;11;"2006-09-11 00:00:00"
649;2007;2;5;2;12;2006;3;9;37;12;"2006-09-12 00:00:00"
650;2007;2;5;2;13;2006;3;9;37;13;"2006-09-13 00:00:00"
651;2007;2;5;2;14;2006;3;9;37;14;"2006-09-14 00:00:00"
652;2007;2;5;2;15;2006;3;9;37;15;"2006-09-15 00:00:00"
653;2007;2;5;2;16;2006;3;9;37;16;"2006-09-16 00:00:00"
654;2007;2;5;3;17;2006;3;9;38;17;"2006-09-17 00:00:00"
655;2007;2;5;3;18;2006;3;9;38;18;"2006-09-18 00:00:00"
656;2007;2;5;3;19;2006;3;9;38;19;"2006-09-19 00:00:00"
657;2007;2;5;3;20;2006;3;9;38;20;"2006-09-20 00:00:00"
658;2007;2;5;3;21;2006;3;9;38;21;"2006-09-21 00:00:00"
659;2007;2;5;3;22;2006;3;9;38;22;"2006-09-22 00:00:00"
660;2007;2;5;3;23;2006;3;9;38;23;"2006-09-23 00:00:00"
661;2007;2;5;4;24;2006;3;9;39;24;"2006-09-24 00:00:00"
662;2007;2;5;4;25;2006;3;9;39;25;"2006-09-25 00:00:00"
663;2007;2;5;4;26;2006;3;9;39;26;"2006-09-26 00:00:00"
664;2007;2;5;4;27;2006;3;9;39;27;"2006-09-27 00:00:00"
665;2007;2;5;4;28;2006;3;9;39;28;"2006-09-28 00:00:00"
666;2007;2;5;4;29;2006;3;9;39;29;"2006-09-29 00:00:00"
667;2007;2;5;4;30;2006;3;9;39;30;"2006-09-30 00:00:00"
668;2007;2;6;5;1;2006;4;10;40;1;"2006-10-01 00:00:00"
669;2007;2;6;5;2;2006;4;10;40;2;"2006-10-02 00:00:00"
670;2007;2;6;5;3;2006;4;10;40;3;"2006-10-03 00:00:00"
671;2007;2;6;5;4;2006;4;10;40;4;"2006-10-04 00:00:00"
672;2007;2;6;5;5;2006;4;10;40;5;"2006-10-05 00:00:00"
673;2007;2;6;5;6;2006;4;10;40;6;"2006-10-06 00:00:00"
674;2007;2;6;5;7;2006;4;10;40;7;"2006-10-07 00:00:00"
675;2007;2;6;6;8;2006;4;10;41;8;"2006-10-08 00:00:00"
676;2007;2;6;6;9;2006;4;10;41;9;"2006-10-09 00:00:00"
677;2007;2;6;6;10;2006;4;10;41;10;"2006-10-10 00:00:00"
678;2007;2;6;6;11;2006;4;10;41;11;"2006-10-11 00:00:00"
679;2007;2;6;6;12;2006;4;10;41;12;"2006-10-12 00:00:00"
680;2007;2;6;6;13;2006;4;10;41;13;"2006-10-13 00:00:00"
681;2007;2;6;6;14;2006;4;10;41;14;"2006-10-14 00:00:00"
682;2007;2;6;7;15;2006;4;10;42;15;"2006-10-15 00:00:00"
683;2007;2;6;7;16;2006;4;10;42;16;"2006-10-16 00:00:00"
684;2007;2;6;7;17;2006;4;10;42;17;"2006-10-17 00:00:00"
685;2007;2;6;7;18;2006;4;10;42;18;"2006-10-18 00:00:00"
686;2007;2;6;7;19;2006;4;10;42;19;"2006-10-19 00:00:00"
687;2007;2;6;7;20;2006;4;10;42;20;"2006-10-20 00:00:00"
688;2007;2;6;7;21;2006;4;10;42;21;"2006-10-21 00:00:00"
689;2007;2;6;8;22;2006;4;10;43;22;"2006-10-22 00:00:00"
690;2007;2;6;8;23;2006;4;10;43;23;"2006-10-23 00:00:00"
691;2007;2;6;8;24;2006;4;10;43;24;"2006-10-24 00:00:00"
692;2007;2;6;8;25;2006;4;10;43;25;"2006-10-25 00:00:00"
693;2007;2;6;8;26;2006;4;10;43;26;"2006-10-26 00:00:00"
694;2007;2;6;8;27;2006;4;10;43;27;"2006-10-27 00:00:00"
695;2007;2;6;8;28;2006;4;10;43;28;"2006-10-28 00:00:00"
696;2007;2;6;9;29;2006;4;10;44;29;"2006-10-29 00:00:00"
697;2007;2;6;9;30;2006;4;10;44;30;"2006-10-30 00:00:00"
698;2007;2;6;9;31;2006;4;10;44;31;"2006-10-31 00:00:00"
699;2007;3;7;9;1;2006;4;11;44;1;"2006-11-01 00:00:00"
700;2007;3;7;9;2;2006;4;11;44;2;"2006-11-02 00:00:00"
701;2007;3;7;9;3;2006;4;11;44;3;"2006-11-03 00:00:00"
702;2007;3;7;9;4;2006;4;11;44;4;"2006-11-04 00:00:00"
703;2007;3;7;10;5;2006;4;11;45;5;"2006-11-05 00:00:00"
704;2007;3;7;10;6;2006;4;11;45;6;"2006-11-06 00:00:00"
705;2007;3;7;10;7;2006;4;11;45;7;"2006-11-07 00:00:00"
706;2007;3;7;10;8;2006;4;11;45;8;"2006-11-08 00:00:00"
707;2007;3;7;10;9;2006;4;11;45;9;"2006-11-09 00:00:00"
