invoice;salesDate;qty;discounted;Customer_ID;Product_ID;SALES
31546;22/02/07;185;0;4; 33;73260.0
31563;15/10/05;123;0;23; 33;48708.0
31654;03/07/09;110;0;18; 33;43560.0
31703;10/05/07;11;0;37; 33;4356.0
31761;18/04/05;39;0;35; 33;15444.0
31840;09/10/06;72;0;22; 33;28512.0
31924;10/10/09;189;0;17; 33;74844.0
32020;13/10/07;177;0;31; 33;70092.0
32031;06/06/08;171;0;19; 33;67716.0
32244;05/04/05;157;0;20; 33;62172.0
32324;28/03/05;21;0;32; 33;8316.0
32369;03/07/06;127;0;40; 33;50292.0
32396;16/01/06;90;0;30; 33;35640.0
32415;23/02/10;13;0;13; 33;5148.0
32455;02/08/07;127;0;36; 33;50292.0
32483;06/02/07;117;0;21; 33;46332.0
32530;07/12/05;148;0;37; 33;58608.0
32654;13/01/07;62;0;36; 33;24552.0
32882;07/03/10;146;0;24; 33;57816.0
32932;10/07/06;146;0;6; 33;57816.0
32966;11/04/08;80;0;15; 33;31680.0
33044;21/07/06;155;0;29; 33;61380.0
33106;11/11/08;108;0;13; 33;42768.0
33293;17/06/06;86;0;18; 33;34056.0
33322;29/03/07;179;0;17; 33;70884.0
33410;20/06/05;100;0;11; 33;39600.0
33430;07/08/09;49;0;34; 33;19404.0
33444;15/04/05;163;0;14; 33;64548.0
33455;31/05/05;35;0;9; 33;13860.0
33472;05/12/07;14;0;23; 33;5544.0
33491;19/10/06;160;0;6; 33;63360.0
33576;23/12/06;42;0;5; 33;16632.0
33730;18/06/10;188;0;31; 33;74448.0
33755;05/06/07;157;0;30; 33;62172.0
33880;10/09/06;107;0;13; 33;42372.0
33935;29/10/07;166;0;3; 33;65736.0
33968;14/05/08;57;0;18; 33;22572.0
34166;29/07/07;56;0;21; 33;22176.0
34178;02/01/09;83;0;31; 33;32868.0
34206;01/09/07;62;0;17; 33;24552.0
34240;18/04/09;199;0;19; 33;78804.0
34321;07/07/09;89;0;12; 33;35244.0
34345;01/03/10;197;0;32; 33;78012.0
34412;19/06/05;156;0;8; 33;61776.0
34480;12/10/06;55;0;14; 33;21780.0
34554;12/08/09;127;0;27; 33;50292.0
34584;18/04/08;192;0;12; 33;76032.0
34690;18/02/06;28;0;24; 33;11088.0
34726;13/03/05;100;0;33; 33;39600.0
34867;11/01/10;52;0;4; 33;20592.0
34903;11/01/05;157;0;4; 33;62172.0
34931;03/01/06;61;0;9; 33;24156.0
34991;07/12/07;194;0;12; 33;76824.0
35006;23/07/05;31;0;12; 33;12276.0
35088;07/01/08;44;0;37; 33;17424.0
35094;31/05/10;70;0;22; 33;27720.0
35110;05/12/06;194;0;2; 33;76824.0
35169;02/06/05;84;0;28; 33;33264.0
35243;13/10/10;185;0;37; 33;73260.0
35327;04/06/09;104;0;6; 33;41184.0
35495;22/05/07;120;0;4; 33;47520.0
35594;29/11/07;176;0;26; 33;69696.0
35685;03/03/05;127;0;37; 33;50292.0
35785;08/10/05;198;0;22; 33;78408.0
35801;30/04/10;154;0;1; 33;60984.0
35838;21/05/09;172;0;29; 33;68112.0
35920;24/06/09;166;0;5; 33;65736.0
35960;14/05/06;152;0;23; 33;60192.0
36123;06/12/08;80;0;20; 33;31680.0
36126;17/04/09;50;0;18; 33;19800.0
36160;19/02/08;73;0;6; 33;28908.0
36263;17/06/07;39;0;23; 33;15444.0
36338;01/09/07;20;0;31; 33;7920.0
36562;19/10/05;43;0;24; 33;17028.0
36565;27/10/08;128;0;37; 33;50688.0
36566;09/06/05;39;0;6; 33;15444.0
36624;17/05/08;130;0;16; 33;51480.0
36699;17/06/10;52;0;17; 33;20592.0
36720;15/09/09;68;0;15; 33;26928.0
36757;24/04/08;97;0;36; 33;38412.0
36803;09/05/10;117;0;39; 33;46332.0
36883;20/03/10;169;0;2; 33;66924.0
36929;29/10/09;99;0;32; 33;39204.0
36945;18/09/09;125;0;3; 33;49500.0
36970;29/05/08;163;0;14; 33;64548.0
36989;10/01/09;66;0;24; 33;26136.0
37158;14/09/10;18;0;16; 33;7128.0
37159;01/03/10;53;0;13; 33;20988.0
37172;13/12/06;113;0;30; 33;44748.0
37240;17/01/06;83;0;18; 33;32868.0
37280;30/05/08;200;0;30; 33;79200.0
37358;10/08/05;57;0;36; 33;22572.0
37383;01/08/08;149;0;34; 33;59004.0
37478;08/04/09;144;0;3; 33;57024.0
37541;08/08/10;58;0;39; 33;22968.0
37556;09/02/08;186;0;20; 33;73656.0
37627;16/06/07;94;0;13; 33;37224.0
37717;21/05/09;77;0;25; 33;30492.0
37828;09/09/09;79;0;15; 33;31284.0
37861;11/06/09;151;0;31; 33;59796.0
37868;04/03/08;87;0;14; 33;34452.0
37886;15/11/07;48;0;12; 33;19008.0
37923;23/07/06;147;0;33; 33;58212.0
37965;08/07/08;108;0;19; 33;42768.0
38126;02/07/09;139;0;39; 33;55044.0
38224;19/04/06;118;0;26; 33;46728.0
38386;02/01/10;50;0;24; 33;19800.0
38388;24/02/08;36;0;37; 33;14256.0
38444;26/05/06;88;0;34; 33;34848.0
38496;04/08/10;71;0;31; 33;28116.0
38512;27/02/05;28;0;2; 33;11088.0
38565;01/01/07;85;0;4; 33;33660.0
38638;22/08/10;42;0;3; 33;16632.0
38691;19/09/05;123;0;28; 33;48708.0
38840;12/07/05;181;0;31; 33;71676.0
38938;31/03/08;88;0;32; 33;34848.0
38949;07/02/09;42;0;37; 33;16632.0
39046;02/06/07;136;0;39; 33;53856.0
39090;23/12/05;177;0;20; 33;70092.0
39155;16/06/07;150;0;10; 33;59400.0
39177;18/05/09;42;0;20; 33;16632.0
39226;03/07/10;163;0;1; 33;64548.0
39294;30/07/06;99;0;6; 33;39204.0
39424;25/10/07;190;0;3; 33;75240.0
39457;06/06/09;89;0;14; 33;35244.0
39697;25/02/09;118;0;33; 33;46728.0
39748;24/07/08;25;0;33; 33;9900.0
39819;14/12/05;49;0;14; 33;19404.0
39829;10/11/05;69;0;7; 33;27324.0
39950;09/03/07;116;0;31; 33;45936.0
40014;04/05/10;20;0;18; 33;7920.0
40086;02/12/09;149;0;37; 33;59004.0
40146;19/01/10;146;0;35; 33;57816.0
40247;25/06/05;123;0;33; 33;48708.0
40289;26/10/07;18;0;7; 33;7128.0
40350;22/02/06;168;0;8; 33;66528.0
40407;19/06/06;156;0;22; 33;61776.0
40437;29/08/10;188;0;8; 33;74448.0
40446;08/02/10;73;0;8; 33;28908.0
40506;05/07/10;72;0;6; 33;28512.0
40591;20/01/07;47;0;19; 33;18612.0
40643;15/09/10;200;0;9; 33;79200.0
40667;01/12/09;39;0;2; 33;15444.0
40763;27/07/10;110;0;24; 33;43560.0
40799;13/10/09;190;0;36; 33;75240.0
40806;23/12/07;10;0;1; 33;3960.0
40888;16/04/07;101;0;8; 33;39996.0
40905;07/04/08;58;0;31; 33;22968.0
40906;31/08/09;185;0;2; 33;73260.0
40963;16/08/06;169;0;38; 33;66924.0
41144;18/05/06;106;0;16; 33;41976.0
41149;23/05/10;82;0;22; 33;32472.0
41251;17/08/05;78;0;20; 33;30888.0
41421;23/08/07;195;0;28; 33;77220.0
41465;24/08/09;90;0;2; 33;35640.0
41466;19/01/08;197;0;1; 33;78012.0
41498;12/05/10;108;0;2; 33;42768.0
41666;31/03/07;34;0;2; 33;13464.0
41720;30/10/09;55;0;12; 33;21780.0
41884;29/03/07;49;0;4; 33;19404.0
42276;30/03/08;48;0;38; 33;19008.0
42320;10/02/07;197;0;34; 33;78012.0
42354;27/08/08;64;0;39; 33;25344.0
42657;03/12/07;48;0;11; 33;19008.0
42851;27/08/07;177;0;36; 33;70092.0
42896;12/08/06;132;0;20; 33;52272.0
42902;29/07/10;114;0;26; 33;45144.0
43024;02/05/05;110;0;39; 33;43560.0
43084;15/03/08;125;0;36; 33;49500.0
43109;29/08/09;181;0;10; 33;71676.0
43139;01/08/05;64;0;17; 33;25344.0
43294;14/05/07;191;0;36; 33;75636.0
43408;27/07/09;57;0;6; 33;22572.0
43436;03/10/09;102;0;14; 33;40392.0
43496;11/08/05;113;0;3; 33;44748.0
43512;21/07/10;177;0;40; 33;70092.0
43584;29/04/08;180;0;7; 33;71280.0
43750;30/06/10;144;0;21; 33;57024.0
43833;22/01/07;172;0;13; 33;68112.0
43834;22/01/05;136;0;13; 33;53856.0
43850;14/08/10;24;0;4; 33;9504.0
44010;13/11/08;145;0;13; 33;57420.0
44044;13/01/07;75;0;8; 33;29700.0
44053;13/01/08;179;0;8; 33;70884.0
44096;31/12/08;99;0;33; 33;39204.0
44097;15/04/08;33;0;27; 33;13068.0
44161;10/12/07;145;0;34; 33;57420.0
44193;29/01/08;149;0;32; 33;59004.0
44275;04/02/07;77;0;15; 33;30492.0
44278;17/10/09;102;0;8; 33;40392.0
44481;30/05/08;31;0;31; 33;12276.0
44528;06/08/05;107;0;19; 33;42372.0
44716;24/10/06;151;0;28; 33;59796.0
44736;19/06/08;102;0;20; 33;40392.0
44760;12/08/10;52;0;4; 33;20592.0
44823;08/07/06;145;0;14; 33;57420.0
44986;17/07/09;76;0;20; 33;30096.0
45021;29/09/07;145;0;18; 33;57420.0
45149;04/07/05;105;0;39; 33;41580.0
45351;30/08/07;178;0;21; 33;70488.0
45402;13/10/09;46;0;16; 33;18216.0
45471;21/03/06;79;1;8; 33;27413.0
45520;03/11/08;84;0;37; 33;33264.0
45611;03/01/09;87;0;3; 33;34452.0
45640;15/09/07;15;0;21; 33;5940.0
45751;30/10/05;54;0;37; 33;21384.0
45780;23/11/09;102;0;4; 33;40392.0
45892;12/06/10;17;0;29; 33;6732.0
45929;04/09/07;23;0;29; 33;9108.0
46050;15/10/08;186;0;40; 33;73656.0
46059;14/02/08;152;0;1; 33;60192.0
46094;04/10/06;180;0;19; 33;71280.0
46097;19/04/05;124;0;19; 33;49104.0
46112;31/05/05;56;0;12; 33;22176.0
46205;17/11/07;16;0;5; 33;6336.0
46240;25/03/05;181;0;24; 33;71676.0
46347;12/03/09;121;0;20; 33;47916.0
46422;11/01/10;41;0;27; 33;16236.0
46474;04/02/07;71;0;32; 33;28116.0
46533;10/01/09;135;0;15; 33;53460.0
46634;20/04/07;143;0;4; 33;56628.0
46636;11/09/10;112;0;9; 33;44352.0
46748;21/07/05;75;0;34; 33;29700.0
46750;21/07/08;113;0;34; 33;44748.0
46961;12/04/09;110;0;4; 33;43560.0
47081;12/06/07;155;0;1; 33;61380.0
47127;23/09/05;21;0;40; 33;8316.0
47359;18/10/08;94;0;31; 33;37224.0
47378;12/09/05;124;0;19; 33;49104.0
47382;11/01/07;39;0;40; 33;15444.0
47458;02/04/09;77;0;29; 33;30492.0
47496;09/12/09;69;0;12; 33;27324.0
47546;13/04/05;173;0;31; 33;68508.0
47617;07/01/10;171;0;34; 33;67716.0
47647;10/05/05;38;0;28; 33;15048.0
47690;11/03/07;54;0;11; 33;21384.0
47723;13/11/08;46;0;10; 33;18216.0
47766;25/11/07;111;0;29; 33;43956.0
47821;28/01/05;51;0;13; 33;20196.0
47855;27/12/07;83;0;14; 33;32868.0
47858;26/01/10;38;0;15; 33;15048.0
47942;18/04/10;188;0;25; 33;74448.0
47961;09/10/09;72;0;28; 33;28512.0
47972;09/05/08;56;0;19; 33;22176.0
48083;16/02/07;45;0;37; 33;17820.0
48092;23/12/05;148;0;3; 33;58608.0
48263;25/02/07;76;0;9; 33;30096.0
48265;25/02/05;90;0;9; 33;35640.0
48512;07/07/08;128;0;21; 33;50688.0
48539;23/12/05;165;0;35; 33;65340.0
48547;13/03/09;31;0;33; 33;12276.0
48570;11/10/07;160;0;5; 33;63360.0
48710;23/05/08;130;0;36; 33;51480.0
48712;12/01/10;37;0;4; 33;14652.0
48749;01/03/07;119;0;9; 33;47124.0
48752;28/04/10;127;0;37; 33;50292.0
48900;30/11/06;179;0;28; 33;70884.0
48905;21/10/07;122;0;7; 33;48312.0
49027;08/04/07;189;0;25; 33;74844.0
49058;19/03/05;127;0;14; 33;50292.0
49099;26/09/06;188;0;9; 33;74448.0
49161;08/09/10;75;0;15; 33;29700.0
49185;23/10/05;99;0;29; 33;39204.0
49194;13/04/07;101;0;9; 33;39996.0
49315;02/03/09;63;0;13; 33;24948.0
49376;15/03/07;32;0;15; 33;12672.0
49657;25/04/08;23;0;35; 33;9108.0
49671;02/02/05;30;0;7; 33;11880.0
49717;29/03/06;87;0;27; 33;34452.0
49728;18/05/09;42;0;36; 33;16632.0
49754;09/02/08;97;0;17; 33;38412.0
49763;27/06/06;76;0;26; 33;30096.0
49785;13/09/08;142;0;11; 33;56232.0
49919;08/07/07;15;0;22; 33;5940.0
50026;21/08/05;99;0;26; 33;39204.0
50042;17/05/07;12;0;20; 33;4752.0
50108;11/08/06;14;0;32; 33;5544.0
50207;20/03/07;143;0;4; 33;56628.0
50316;27/06/05;80;0;17; 33;31680.0
50370;03/01/09;121;0;15; 33;47916.0
50391;15/03/09;99;0;2; 33;39204.0
50445;05/08/05;91;0;35; 33;36036.0
50446;04/02/06;67;0;23; 33;26532.0
50517;16/08/07;161;0;6; 33;63756.0
50524;30/11/07;122;0;29; 33;48312.0
50526;30/11/05;30;0;29; 33;11880.0
50661;21/06/07;197;0;32; 33;78012.0
50686;29/08/08;133;0;31; 33;52668.0
50687;29/08/09;29;0;31; 33;11484.0
50747;25/01/05;81;0;19; 33;32076.0
50770;10/07/05;109;0;32; 33;43164.0
50771;02/12/09;99;0;29; 33;39204.0
50837;27/11/07;180;0;33; 33;71280.0
50905;13/05/07;158;0;39; 33;62568.0
50982;14/05/05;73;0;22; 33;28908.0
51094;26/10/08;147;0;16; 33;58212.0
51119;24/04/09;99;0;29; 33;39204.0
51170;01/12/07;134;0;5; 33;53064.0
51197;02/06/06;105;0;2; 33;41580.0
51206;17/03/08;153;1;37; 33;53091.0
51238;04/12/08;55;0;37; 33;21780.0
51257;15/10/06;105;0;22; 33;41580.0
51261;15/10/09;28;0;22; 33;11088.0
51269;05/07/09;44;0;20; 33;17424.0
51304;01/01/09;141;0;33; 33;55836.0
51307;12/04/09;74;0;7; 33;29304.0
51317;27/04/06;28;0;22; 33;11088.0
51516;21/11/09;128;0;31; 33;50688.0
51525;11/04/06;101;0;11; 33;39996.0
51570;22/03/06;140;0;20; 33;55440.0
51581;05/06/07;127;0;24; 33;50292.0
51673;23/02/05;108;0;15; 33;42768.0
51708;10/04/05;109;0;20; 33;43164.0
51716;04/09/10;108;0;6; 33;42768.0
51743;10/07/06;183;0;15; 33;72468.0
51760;21/07/09;70;0;15; 33;27720.0
51774;26/05/07;186;0;30; 33;73656.0
51834;25/03/08;80;0;28; 33;31680.0
51891;19/07/05;120;0;21; 33;47520.0
51922;27/10/05;76;0;22; 33;30096.0
52138;12/02/10;69;0;16; 33;27324.0
52236;14/08/09;70;0;19; 33;27720.0
52287;21/06/06;26;0;10; 33;10296.0
52306;01/05/10;143;0;39; 33;56628.0
52343;14/01/09;74;0;25; 33;29304.0
52375;30/01/08;54;0;24; 33;21384.0
52458;26/03/08;23;0;10; 33;9108.0
52465;27/12/06;191;0;39; 33;75636.0
52661;22/02/08;130;0;37; 33;51480.0
52915;09/03/08;126;0;23; 33;49896.0
52930;14/12/08;50;0;14; 33;19800.0
52996;14/06/07;64;0;27; 33;25344.0
53183;02/04/09;192;0;32; 33;76032.0
53292;25/10/06;91;0;37; 33;36036.0
53426;07/02/05;16;0;5; 33;6336.0
53550;26/01/10;84;0;1; 33;33264.0
53577;24/07/07;13;0;32; 33;5148.0
53657;13/01/05;143;0;21; 33;56628.0
53660;11/01/10;166;0;3; 33;65736.0
53670;22/03/06;145;0;40; 33;57420.0
53738;10/02/07;181;0;18; 33;71676.0
53786;10/07/05;91;0;11; 33;36036.0
53789;01/02/10;20;0;14; 33;7920.0
53795;30/03/06;188;0;29; 33;74448.0
53919;06/01/08;74;0;29; 33;29304.0
53978;26/08/09;173;0;39; 33;68508.0
54042;14/07/09;152;0;27; 33;60192.0
54043;04/09/09;185;0;23; 33;73260.0
54094;14/04/08;91;0;38; 33;36036.0
54310;04/10/08;47;0;9; 33;18612.0
54347;24/03/10;28;0;19; 33;11088.0
54361;13/02/05;174;0;34; 33;68904.0
54497;28/08/07;166;0;1; 33;65736.0
54514;07/04/06;163;0;25; 33;64548.0
54528;06/11/05;121;0;36; 33;47916.0
54530;12/06/07;136;0;6; 33;53856.0
54648;25/01/08;72;0;14; 33;28512.0
54679;05/12/05;35;0;4; 33;13860.0
54682;05/12/08;43;0;4; 33;17028.0
54757;08/10/08;62;0;4; 33;24552.0
54889;07/05/07;61;0;20; 33;24156.0
54925;04/01/05;186;0;4; 33;73656.0
54985;19/10/05;59;0;37; 33;23364.0
54995;10/01/07;18;0;1; 33;7128.0
55083;29/05/05;177;0;11; 33;70092.0
55200;30/06/10;78;0;24; 33;30888.0
55447;29/05/06;17;0;11; 33;6732.0
55532;24/10/06;189;0;26; 33;74844.0
20;20/01/08;21;1;36; 34;6090.0
38;25/01/10;69;0;12; 34;23460.0
107;30/04/10;104;0;35; 34;35360.0
201;09/07/09;47;0;29; 34;15980.0
223;16/07/09;145;0;33; 34;49300.0
288;12/09/09;113;0;15; 34;38420.0
306;14/09/10;167;0;4; 34;56780.0
333;24/08/07;32;0;37; 34;10880.0
362;01/04/09;47;0;30; 34;15980.0
455;11/01/08;197;0;2; 34;66980.0
461;20/06/07;159;0;3; 34;54060.0
519;12/09/09;195;0;17; 34;66300.0
523;09/07/08;123;0;33; 34;41820.0
597;09/10/09;42;0;9; 34;14280.0
691;28/02/05;57;0;7; 34;19380.0
836;12/01/06;181;0;36; 34;61540.0
864;12/08/05;54;0;40; 34;18360.0
965;22/02/05;194;0;15; 34;65960.0
1053;12/08/05;90;0;17; 34;30600.0
1065;02/03/10;25;0;14; 34;8500.0
1083;20/05/10;166;0;35; 34;56440.0
1122;01/08/06;119;0;4; 34;40460.0
1207;27/12/06;198;0;30; 34;67320.0
1224;05/01/09;47;0;19; 34;15980.0
1360;16/10/07;42;0;14; 34;14280.0
1431;18/05/07;30;0;37; 34;10200.0
1530;15/01/09;58;0;30; 34;19720.0
1599;21/04/08;42;0;25; 34;14280.0
1601;21/04/05;113;0;25; 34;38420.0
1667;26/10/05;33;0;12; 34;11220.0
1700;18/01/07;83;0;12; 34;28220.0
1713;01/01/09;17;0;18; 34;5780.0
1814;07/02/08;142;0;6; 34;48280.0
1832;18/11/09;121;0;9; 34;41140.0
1919;02/09/09;58;0;2; 34;19720.0
2023;05/12/07;119;0;40; 34;40460.0
2071;21/11/05;146;0;10; 34;49640.0
2083;01/04/09;97;0;7; 34;32980.0
2274;11/05/10;156;0;35; 34;53040.0
2275;17/08/08;103;0;25; 34;35020.0
2283;02/01/06;42;0;16; 34;14280.0
2290;04/09/05;39;0;15; 34;13260.0
2361;17/01/09;56;0;12; 34;19040.0
2600;28/02/07;62;0;18; 34;21080.0
2602;12/09/10;125;0;16; 34;42500.0
2670;22/04/10;37;0;37; 34;12580.0
2803;16/12/07;39;0;27; 34;13260.0
2821;04/02/10;80;0;36; 34;27200.0
2868;16/10/09;66;0;27; 34;22440.0
2897;01/06/07;118;0;22; 34;40120.0
2926;26/10/07;187;0;17; 34;63580.0
2973;15/01/06;168;0;22; 34;57120.0
3056;04/11/07;106;0;32; 34;36040.0
3110;12/11/08;89;0;38; 34;30260.0
3119;05/12/06;115;0;26; 34;39100.0
3131;07/08/08;73;0;33; 34;24820.0
3177;17/09/07;35;0;29; 34;11900.0
3204;30/05/08;65;0;20; 34;22100.0
3255;05/05/06;42;0;8; 34;14280.0
3280;03/04/07;15;0;29; 34;5100.0
3343;13/11/07;176;0;14; 34;59840.0
3377;19/12/09;63;0;7; 34;21420.0
3447;20/07/09;110;0;30; 34;37400.0
3512;18/06/08;78;0;21; 34;26520.0
3523;03/05/09;96;0;9; 34;32640.0
3553;29/05/07;15;0;40; 34;5100.0
3613;05/04/06;95;0;9; 34;32300.0
3668;19/10/08;168;0;20; 34;57120.0
3737;11/05/10;42;0;24; 34;14280.0
3747;11/12/09;63;0;18; 34;21420.0
3962;05/11/07;41;0;27; 34;13940.0
4003;29/12/06;176;0;27; 34;59840.0
4184;26/01/09;47;0;19; 34;15980.0
4235;24/08/09;183;0;28; 34;62220.0
4289;07/05/09;96;0;8; 34;32640.0
4325;06/08/07;185;0;5; 34;62900.0
4499;15/02/09;152;0;36; 34;51680.0
4506;04/05/06;178;0;39; 34;60520.0
4629;25/07/08;147;0;36; 34;49980.0
4652;17/04/09;117;0;19; 34;39780.0
4717;04/03/06;112;0;26; 34;38080.0
5135;04/01/07;68;0;40; 34;23120.0
5222;15/09/09;194;0;26; 34;65960.0
5277;11/11/06;182;0;20; 34;61880.0
5300;06/08/10;120;0;28; 34;40800.0
5309;09/05/10;129;0;25; 34;43860.0
5360;08/07/06;22;0;28; 34;7480.0
5405;21/01/05;188;0;8; 34;63920.0
5412;01/06/05;189;0;10; 34;64260.0
5440;15/01/10;102;0;19; 34;34680.0
5458;13/08/05;82;0;2; 34;27880.0
5475;10/12/07;125;0;23; 34;42500.0
5664;05/06/05;112;0;12; 34;38080.0
5730;01/09/05;34;0;38; 34;11560.0
5976;05/10/08;72;0;28; 34;24480.0
6130;25/10/10;87;0;18; 34;29580.0
6227;25/07/06;48;0;33; 34;16320.0
6319;17/04/09;128;0;16; 34;43520.0
6322;20/06/07;81;0;6; 34;27540.0
6551;24/05/10;41;0;32; 34;13940.0
6573;05/07/05;101;0;39; 34;34340.0
6688;10/05/09;67;0;38; 34;22780.0
6776;29/01/05;183;0;18; 34;62220.0
6877;31/07/05;147;0;5; 34;49980.0
6957;30/05/07;190;0;15; 34;64600.0
6998;22/07/05;165;0;5; 34;56100.0
7135;28/10/08;119;0;32; 34;40460.0
7150;22/04/09;154;0;10; 34;52360.0
7161;23/08/06;43;0;2; 34;14620.0
7271;21/02/05;27;0;20; 34;9180.0
7390;04/10/05;200;0;18; 34;68000.0
7458;23/03/08;36;0;20; 34;12240.0
7573;06/08/08;29;0;30; 34;9860.0
7799;17/09/05;40;0;28; 34;13600.0
7953;15/04/07;172;0;2; 34;58480.0
7982;23/05/10;125;0;28; 34;42500.0
7988;15/08/07;100;0;13; 34;34000.0
8083;28/09/06;197;0;20; 34;66980.0
8085;31/12/09;62;0;18; 34;21080.0
8097;04/02/05;82;0;27; 34;27880.0
8141;12/04/06;123;0;6; 34;41820.0
8199;14/07/09;48;0;4; 34;16320.0
8241;03/08/10;149;0;20; 34;50660.0
8469;05/03/07;43;0;3; 34;14620.0
8541;11/10/08;125;0;6; 34;42500.0
8553;19/12/07;114;0;26; 34;38760.0
8798;13/10/10;63;0;21; 34;21420.0
8843;29/01/07;112;0;1; 34;38080.0
8892;18/09/10;121;0;28; 34;41140.0
9048;08/04/10;102;0;7; 34;34680.0
9068;14/08/10;43;0;13; 34;14620.0
9071;12/03/09;27;0;28; 34;9180.0
9209;30/12/06;139;0;15; 34;47260.0
9320;21/02/06;103;0;8; 34;35020.0
9368;16/12/05;198;0;15; 34;67320.0
9390;01/11/08;10;0;16; 34;3400.0
9511;02/03/10;27;0;33; 34;9180.0
9523;26/03/07;98;0;3; 34;33320.0
9527;26/02/10;42;0;27; 34;14280.0
9602;09/09/06;120;0;28; 34;40800.0
9622;09/06/08;112;0;27; 34;38080.0
9668;12/07/05;116;0;40; 34;39440.0
9726;04/12/08;55;0;31; 34;18700.0
9740;08/08/07;179;0;6; 34;60860.0
9751;17/11/09;52;0;22; 34;17680.0
9822;11/04/10;81;0;32; 34;27540.0
9843;10/05/09;185;0;19; 34;62900.0
9848;02/03/07;15;0;2; 34;5100.0
10013;28/05/10;162;0;31; 34;55080.0
10043;08/08/09;130;0;19; 34;44200.0
10109;20/06/05;48;0;10; 34;16320.0
10285;25/06/10;117;0;12; 34;39780.0
10463;30/12/05;181;0;9; 34;61540.0
10480;09/01/08;114;0;12; 34;38760.0
10545;09/09/07;101;0;21; 34;34340.0
10797;02/08/09;181;0;1; 34;61540.0
10951;13/02/08;169;0;2; 34;57460.0
11054;01/05/06;100;0;23; 34;34000.0
11108;07/08/08;92;0;29; 34;31280.0
11218;25/11/06;195;0;4; 34;66300.0
11497;31/12/09;176;0;2; 34;59840.0
11504;01/04/06;76;0;8; 34;25840.0
11598;04/08/09;27;0;16; 34;9180.0
11628;07/12/05;110;0;15; 34;37400.0
11669;20/09/07;45;0;17; 34;15300.0
11764;17/11/05;187;0;8; 34;63580.0
11783;16/03/10;174;0;19; 34;59160.0
11964;16/10/05;98;0;12; 34;33320.0
12018;18/08/05;181;0;23; 34;61540.0
12054;17/05/08;72;0;17; 34;24480.0
12233;02/09/09;20;0;8; 34;6800.0
12304;03/04/06;139;0;9; 34;47260.0
12350;29/09/10;68;0;35; 34;23120.0
12373;09/11/08;47;0;23; 34;15980.0
12394;24/02/06;98;0;15; 34;33320.0
12494;09/11/08;66;0;8; 34;22440.0
12498;11/11/05;125;0;36; 34;42500.0
12536;02/05/09;67;0;18; 34;22780.0
12538;30/03/05;108;0;17; 34;36720.0
12629;11/03/10;61;0;11; 34;20740.0
12679;05/05/06;34;0;37; 34;11560.0
12692;24/11/08;109;0;13; 34;37060.0
12737;14/08/06;13;0;30; 34;4420.0
12754;27/10/07;112;0;14; 34;38080.0
12798;03/10/08;81;0;18; 34;27540.0
12933;01/04/08;21;0;40; 34;7140.0
12965;09/09/09;79;0;30; 34;26860.0
12982;16/07/09;19;0;20; 34;6460.0
12995;06/10/09;33;0;9; 34;11220.0
13010;08/09/07;28;0;31; 34;9520.0
13097;23/08/05;54;0;26; 34;18360.0
13167;11/07/08;106;0;29; 34;36040.0
13189;09/08/09;161;0;27; 34;54740.0
13257;02/12/05;143;0;33; 34;48620.0
13267;06/07/10;168;0;22; 34;57120.0
13306;07/01/07;110;0;20; 34;37400.0
13450;29/07/10;122;0;14; 34;41480.0
13466;16/05/06;149;0;16; 34;50660.0
13503;27/02/07;30;0;27; 34;10200.0
13874;20/09/10;180;0;21; 34;61200.0
13932;03/01/10;170;0;5; 34;57800.0
13965;28/08/10;176;0;11; 34;59840.0
14093;15/01/07;97;0;40; 34;32980.0
14109;22/04/09;101;0;30; 34;34340.0
14153;11/07/06;17;0;9; 34;5780.0
14213;18/07/06;50;0;12; 34;17000.0
14227;10/09/08;122;0;5; 34;41480.0
14238;17/09/07;115;0;11; 34;39100.0
14310;14/05/08;147;0;7; 34;49980.0
14379;15/11/06;102;0;9; 34;34680.0
14403;03/09/06;108;0;3; 34;36720.0
14451;12/09/07;56;0;29; 34;19040.0
14511;03/10/08;161;0;7; 34;54740.0
14538;07/11/08;68;0;12; 34;23120.0
14573;17/03/05;171;0;10; 34;58140.0
14584;02/07/06;114;0;21; 34;38760.0
14906;17/08/09;166;0;34; 34;56440.0
14967;07/03/07;176;0;26; 34;59840.0
15043;22/06/06;170;0;5; 34;57800.0
15185;22/12/05;68;0;25; 34;23120.0
15288;25/05/09;100;0;3; 34;34000.0
15303;21/08/09;151;0;7; 34;51340.0
15339;28/12/09;12;0;5; 34;4080.0
15367;03/06/10;104;0;19; 34;35360.0
15468;02/10/07;44;0;12; 34;14960.0
15524;03/06/06;50;0;22; 34;17000.0
15592;10/04/09;148;0;38; 34;50320.0
15677;29/06/07;16;0;16; 34;5440.0
15715;22/11/08;144;0;32; 34;48960.0
15815;25/03/05;128;0;39; 34;43520.0
15858;01/11/09;31;0;13; 34;10540.0
16123;16/04/06;178;0;4; 34;60520.0
16126;16/01/07;153;0;2; 34;52020.0
16228;21/03/07;128;0;20; 34;43520.0
16232;17/04/09;80;0;1; 34;27200.0
16373;15/09/08;183;0;1; 34;62220.0
16374;15/09/09;176;0;1; 34;59840.0
16376;20/03/10;43;0;16; 34;14620.0
16706;20/11/09;192;0;28; 34;65280.0
16728;07/04/06;50;0;28; 34;17000.0
